# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1732912	1733070	+							GUY30_RS07815	159		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1732912	1733070	+	WP_167193005.1	WP_167193005.1		hypothetical protein			GUY30_RS07815	159	52	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1733072	1733677	+					nadD		GUY30_RS07820	606		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1733072	1733677	+	WP_167195884.1	WP_167195884.1		nicotinate-nucleotide adenylyltransferase	nadD		GUY30_RS07820	606	201	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1733670	1735139	+							GUY30_RS07825	1470		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1733670	1735139	+	WP_167195887.1	WP_167195887.1		hypothetical protein			GUY30_RS07825	1470	489	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1735192	1735569	+					rsfS		GUY30_RS07830	378		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1735192	1735569	+	WP_228281807.1	WP_228281807.1		ribosome silencing factor	rsfS		GUY30_RS07830	378	125	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1735566	1736162	+							GUY30_RS07835	597		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1735566	1736162	+	WP_167195893.1	WP_167195893.1		histidine phosphatase family protein			GUY30_RS07835	597	198	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1736192	1737328	-							GUY30_RS07840	1137		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1736192	1737328	-	WP_228281808.1	WP_228281808.1		glycosyltransferase family 4 protein			GUY30_RS07840	1137	378	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1737443	1740481	+							GUY30_RS07845	3039		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1737443	1740481	+	WP_167195896.1	WP_167195896.1		DUF4040 family protein			GUY30_RS07845	3039	1012	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1740478	1740810	+							GUY30_RS07850	333		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1740478	1740810	+	WP_039210769.1	WP_039210769.1		cation:proton antiporter subunit C			GUY30_RS07850	333	110	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1740807	1742324	+							GUY30_RS07855	1518		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1740807	1742324	+	WP_167195900.1	WP_167195900.1		monovalent cation/H+ antiporter subunit D family protein			GUY30_RS07855	1518	505	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1742324	1742698	+							GUY30_RS07860	375		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1742324	1742698	+	WP_167200796.1	WP_167200796.1		Na+/H+ antiporter subunit E			GUY30_RS07860	375	124	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1742695	1742955	+							GUY30_RS07865	261		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1742695	1742955	+	WP_167195903.1	WP_167195903.1		transporter			GUY30_RS07865	261	86	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1742955	1743344	+							GUY30_RS07870	390		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1742955	1743344	+	WP_167195906.1	WP_167195906.1		monovalent cation/H(+) antiporter subunit G			GUY30_RS07870	390	129	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1743444	1744166	-							GUY30_RS07875	723		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1743444	1744166	-	WP_167195909.1	WP_167195909.1		alpha-ketoglutarate-dependent dioxygenase AlkB			GUY30_RS07875	723	240	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1744298	1745509	-							GUY30_RS07880	1212		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1744298	1745509	-	WP_167195912.1	WP_167195912.1		FAD-dependent oxidoreductase			GUY30_RS07880	1212	403	
gene	tRNA	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1745673	1745748	+							GUY30_RS07885	76		
tRNA		GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1745673	1745748	+				tRNA-Ala			GUY30_RS07885	76		anticodon=CGC
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1745762	1746118	+							GUY30_RS07890	357		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1745762	1746118	+	WP_167195915.1	WP_167195915.1		hypothetical protein			GUY30_RS07890	357	118	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1746272	1747624	+							GUY30_RS07895	1353		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1746272	1747624	+	WP_208091501.1	WP_208091501.1		beta-glucosidase			GUY30_RS07895	1353	450	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1747621	1748901	+							GUY30_RS07900	1281		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1747621	1748901	+	WP_167195919.1	WP_167195919.1		MFS transporter			GUY30_RS07900	1281	426	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1748968	1749510	-							GUY30_RS07905	543		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1748968	1749510	-	WP_167195922.1	WP_167195922.1		YdeI/OmpD-associated family protein			GUY30_RS07905	543	180	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1749619	1751154	-							GUY30_RS07910	1536		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1749619	1751154	-	WP_167195925.1	WP_167195925.1		3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein			GUY30_RS07910	1536	511	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1751151	1752062	-							GUY30_RS07915	912		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1751151	1752062	-	WP_167195928.1	WP_167195928.1		3-keto-5-aminohexanoate cleavage protein			GUY30_RS07915	912	303	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1752059	1753051	-							GUY30_RS07920	993		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1752059	1753051	-	WP_167195931.1	WP_167195931.1		TetR family transcriptional regulator C-terminal domain-containing protein			GUY30_RS07920	993	330	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1753245	1754618	+							GUY30_RS07925	1374		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1753245	1754618	+	WP_167195934.1	WP_167195934.1		aminotransferase class V-fold PLP-dependent enzyme			GUY30_RS07925	1374	457	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1754677	1755372	-							GUY30_RS07930	696		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1754677	1755372	-	WP_167195938.1	WP_167195938.1		hypothetical protein			GUY30_RS07930	696	231	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1755478	1756956	+							GUY30_RS07935	1479		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1755478	1756956	+	WP_228281809.1	WP_228281809.1		PLP-dependent aminotransferase family protein			GUY30_RS07935	1479	492	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1756998	1757777	+							GUY30_RS07940	780		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1756998	1757777	+	WP_167195941.1	WP_167195941.1		YggS family pyridoxal phosphate-dependent enzyme			GUY30_RS07940	780	259	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1757834	1758817	+							GUY30_RS07945	984		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1757834	1758817	+	WP_167195944.1	WP_167195944.1		arsenic resistance protein			GUY30_RS07945	984	327	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1758850	1760307	+							GUY30_RS07950	1458		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1758850	1760307	+	WP_167195946.1	WP_167195946.1		helix-turn-helix domain-containing protein			GUY30_RS07950	1458	485	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1760366	1760941	+							GUY30_RS07955	576		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1760366	1760941	+	WP_167195949.1	WP_167195949.1		methylated-DNA--[protein]-cysteine S-methyltransferase			GUY30_RS07955	576	191	
gene	tRNA	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1761044	1761116	-							GUY30_RS07960	73		
tRNA		GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1761044	1761116	-				tRNA-Ala			GUY30_RS07960	73		anticodon=GGC
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1761326	1761553	-							GUY30_RS07965	228		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1761326	1761553	-	WP_167195952.1	WP_167195952.1		hypothetical protein			GUY30_RS07965	228	75	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1762420	1763325	+							GUY30_RS07970	906		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1762420	1763325	+	WP_167195955.1	WP_167195955.1		universal stress protein			GUY30_RS07970	906	301	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1763426	1764196	+							GUY30_RS07975	771		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1763426	1764196	+	WP_167195958.1	WP_167195958.1		alpha/beta hydrolase			GUY30_RS07975	771	256	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1764277	1764507	-							GUY30_RS07980	231		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1764277	1764507	-	WP_098731036.1	WP_098731036.1		hypothetical protein			GUY30_RS07980	231	76	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1764580	1764999	-							GUY30_RS07985	420		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1764580	1764999	-	WP_098731037.1	WP_098731037.1		phage holin family protein			GUY30_RS07985	420	139	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1765252	1766562	+							GUY30_RS07990	1311		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1765252	1766562	+	WP_167195961.1	WP_167195961.1		MFS transporter			GUY30_RS07990	1311	436	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1766710	1768179	+							GUY30_RS07995	1470		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1766710	1768179	+	WP_167195963.1	WP_167195963.1		oligopeptide:H+ symporter			GUY30_RS07995	1470	489	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1768404	1769252	-							GUY30_RS08000	849		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1768404	1769252	-	WP_228281811.1	WP_228281811.1		CPBP family intramembrane metalloprotease			GUY30_RS08000	849	282	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1769391	1770626	+							GUY30_RS08005	1236		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1769391	1770626	+	WP_167195966.1	WP_167195966.1		molybdopterin molybdotransferase MoeA			GUY30_RS08005	1236	411	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1770745	1771920	+							GUY30_RS08010	1176		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1770745	1771920	+	WP_167195969.1	WP_167195969.1		ThiF family adenylyltransferase			GUY30_RS08010	1176	391	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1771980	1772225	-							GUY30_RS08015	246		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1771980	1772225	-	WP_167195972.1	WP_167195972.1		MoaD/ThiS family protein			GUY30_RS08015	246	81	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1772226	1773314	-					moaA		GUY30_RS08020	1089		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1772226	1773314	-	WP_167195975.1	WP_167195975.1		GTP 3',8-cyclase MoaA	moaA		GUY30_RS08020	1089	362	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1773356	1774564	+							GUY30_RS08025	1209		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1773356	1774564	+	WP_228281813.1	WP_228281813.1		molybdopterin molybdotransferase MoeA			GUY30_RS08025	1209	402	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1774561	1775031	+					moaC		GUY30_RS08030	471		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1774561	1775031	+	WP_167200804.1	WP_167200804.1		cyclic pyranopterin monophosphate synthase MoaC	moaC		GUY30_RS08030	471	156	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1775028	1775459	+							GUY30_RS08035	432		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1775028	1775459	+	WP_167195978.1	WP_167195978.1		molybdenum cofactor biosynthesis protein MoaE			GUY30_RS08035	432	143	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1775456	1775857	+							GUY30_RS08040	402		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1775456	1775857	+	WP_167195981.1	WP_167195981.1		TOBE domain-containing protein			GUY30_RS08040	402	133	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1775953	1776717	+					modA		GUY30_RS08045	765		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1775953	1776717	+	WP_167195984.1	WP_167195984.1		molybdate ABC transporter substrate-binding protein	modA		GUY30_RS08045	765	254	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1776720	1778456	+							GUY30_RS08050	1737		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1776720	1778456	+	WP_167195987.1	WP_167195987.1		ABC transporter permease			GUY30_RS08050	1737	578	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1778485	1780176	+							GUY30_RS08055	1692		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1778485	1780176	+	WP_167195990.1	WP_167195990.1		AMP-binding protein			GUY30_RS08055	1692	563	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1780325	1781053	+							GUY30_RS08060	729		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1780325	1781053	+	WP_208091521.1	WP_208091521.1		amino acid ABC transporter ATP-binding protein			GUY30_RS08060	729	242	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1781099	1781998	+							GUY30_RS08065	900		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1781099	1781998	+	WP_062242381.1	WP_062242381.1		glutamate ABC transporter substrate-binding protein			GUY30_RS08065	900	299	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1782069	1782731	+							GUY30_RS08070	663		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1782069	1782731	+	WP_062242383.1	WP_062242383.1		amino acid ABC transporter permease			GUY30_RS08070	663	220	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1782728	1783570	+							GUY30_RS08075	843		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1782728	1783570	+	WP_167195996.1	WP_167195996.1		amino acid ABC transporter permease			GUY30_RS08075	843	280	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1783666	1783986	+							GUY30_RS08080	321		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1783666	1783986	+	WP_062242388.1	WP_062242388.1		N-acetyltransferase			GUY30_RS08080	321	106	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1783983	1784924	+					gluQRS		GUY30_RS08085	942		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1783983	1784924	+	WP_167195999.1	WP_167195999.1		tRNA glutamyl-Q(34) synthetase GluQRS	gluQRS		GUY30_RS08085	942	313	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1784938	1786113	-							GUY30_RS08090	1176		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1784938	1786113	-	WP_167200808.1	WP_167200808.1		glycosyltransferase			GUY30_RS08090	1176	391	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1786150	1787061	-							GUY30_RS08095	912		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1786150	1787061	-	WP_228281816.1	WP_228281816.1		multidrug transporter			GUY30_RS08095	912	303	
gene	tRNA	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1787295	1787370	+							GUY30_RS08100	76		
tRNA		GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1787295	1787370	+				tRNA-Asn			GUY30_RS08100	76		anticodon=GTT
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1787578	1787820	+							GUY30_RS08105	243		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1787578	1787820	+	WP_167196001.1	WP_167196001.1		LLM class flavin-dependent oxidoreductase			GUY30_RS08105	243	80	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1787863	1789299	+							GUY30_RS08110	1437		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1787863	1789299	+	WP_167196004.1	WP_167196004.1		recombinase family protein			GUY30_RS08110	1437	478	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1789482	1789694	+							GUY30_RS08115	213		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1789482	1789694	+	WP_053446998.1	WP_053446998.1		hypothetical protein			GUY30_RS08115	213	70	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1789694	1789942	+							GUY30_RS08120	249		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1789694	1789942	+	WP_167196008.1	WP_167196008.1		helix-turn-helix domain-containing protein			GUY30_RS08120	249	82	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1790270	1791682	+							GUY30_RS08125	1413		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1790270	1791682	+	WP_224799541.1	WP_224799541.1		plasmid replication-like protein			GUY30_RS08125	1413	470	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1791679	1792269	+							GUY30_RS08130	591		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1791679	1792269	+	WP_035123391.1	WP_035123391.1		hypothetical protein			GUY30_RS08130	591	196	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1792266	1793489	+							GUY30_RS08135	1224		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1792266	1793489	+	WP_167196011.1	WP_167196011.1		relaxase/mobilization nuclease domain-containing protein			GUY30_RS08135	1224	407	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1793443	1794027	+							GUY30_RS08140	585		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1793443	1794027	+	WP_006840953.1	WP_006840953.1		hypothetical protein			GUY30_RS08140	585	194	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1794046	1794348	-							GUY30_RS08145	303		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1794046	1794348	-	WP_081275423.1	WP_081275423.1		hypothetical protein			GUY30_RS08145	303	100	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1794398	1795822	-					merA		GUY30_RS08150	1425		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1794398	1795822	-	WP_035123389.1	WP_035123389.1		mercury(II) reductase	merA		GUY30_RS08150	1425	474	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1795929	1796318	+							GUY30_RS08155	390		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1795929	1796318	+	WP_035123387.1	WP_035123387.1		heavy metal-responsive transcriptional regulator			GUY30_RS08155	390	129	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1796358	1797140	+							GUY30_RS08160	783		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1796358	1797140	+	WP_167196014.1	WP_167196014.1		LLM class flavin-dependent oxidoreductase			GUY30_RS08160	783	260	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1797221	1798660	+							GUY30_RS08165	1440		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1797221	1798660	+	WP_228281817.1	WP_228281817.1		MFS transporter			GUY30_RS08165	1440	479	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1798796	1800064	+							GUY30_RS08170	1269		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1798796	1800064	+	WP_228281818.1	WP_228281818.1		EAL domain-containing protein			GUY30_RS08170	1269	422	
gene	tRNA	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1800157	1800233	+							GUY30_RS08175	77		
tRNA		GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1800157	1800233	+				tRNA-Ile			GUY30_RS08175	77		anticodon=CAT
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1800517	1801008	+							GUY30_RS08180	492		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1800517	1801008	+	WP_039211244.1	WP_039211244.1		DUF3145 domain-containing protein			GUY30_RS08180	492	163	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1801297	1802541	-							GUY30_RS08185	1245		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1801297	1802541	-	WP_167196019.1	WP_167196019.1		beta-ketoacyl-[acyl-carrier-protein] synthase family protein			GUY30_RS08185	1245	414	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1802609	1802860	-							GUY30_RS08190	252		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1802609	1802860	-	WP_025776743.1	WP_025776743.1		acyl carrier protein			GUY30_RS08190	252	83	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1802980	1803981	-							GUY30_RS08195	1002		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1802980	1803981	-	WP_167196022.1	WP_167196022.1		ketoacyl-ACP synthase III			GUY30_RS08195	1002	333	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1804000	1804905	-							GUY30_RS08200	906		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1804000	1804905	-	WP_167196025.1	WP_167196025.1		ACP S-malonyltransferase			GUY30_RS08200	906	301	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1804961	1806160	-							GUY30_RS08205	1200		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1804961	1806160	-	WP_101554016.1	WP_101554016.1		helix-turn-helix domain-containing protein			GUY30_RS08205	1200	399	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1806288	1809050	-					aceE		GUY30_RS08210	2763		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1806288	1809050	-	WP_167196028.1	WP_167196028.1		pyruvate dehydrogenase (acetyl-transferring), homodimeric type	aceE		GUY30_RS08210	2763	920	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1809344	1809787	+							GUY30_RS08215	444		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1809344	1809787	+	WP_025780561.1	WP_025780561.1		DUF3052 domain-containing protein			GUY30_RS08215	444	147	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1809784	1810251	+							GUY30_RS08220	468		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1809784	1810251	+	WP_167196031.1	WP_167196031.1		redoxin domain-containing protein			GUY30_RS08220	468	155	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1810316	1810720	+							GUY30_RS08225	405		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	1810316	1810720	+	WP_167196034.1	WP_167196034.1		HIT family protein			GUY30_RS08225	405	134	
