# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2031937	2032380	+							GUY23_RS09055	444		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2031937	2032380	+	WP_166971613.1	WP_166971613.1		DUF3052 domain-containing protein			GUY23_RS09055	444	147	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2032377	2032844	+							GUY23_RS09060	468		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2032377	2032844	+	WP_166971615.1	WP_166971615.1		redoxin domain-containing protein			GUY23_RS09060	468	155	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2032907	2033311	+							GUY23_RS09065	405		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2032907	2033311	+	WP_166971617.1	WP_166971617.1		HIT family protein			GUY23_RS09065	405	134	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2033339	2034100	-							GUY23_RS09070	762		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2033339	2034100	-	WP_166971619.1	WP_166971619.1		MerR family transcriptional regulator			GUY23_RS09070	762	253	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2034361	2034693	+							GUY23_RS09075	333		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2034361	2034693	+	WP_228282819.1	WP_228282819.1		DUF1801 domain-containing protein			GUY23_RS09075	333	110	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2034752	2035351	-							GUY23_RS09080	600		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2034752	2035351	-	WP_166971621.1	WP_166971621.1		DUF2249 domain-containing protein			GUY23_RS09080	600	199	
gene	tRNA	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2035440	2035516	-							GUY23_RS09085	77		
tRNA		GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2035440	2035516	-				tRNA-Val			GUY23_RS09085	77		anticodon=TAC
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2035652	2036149	-							GUY23_RS09090	498		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2035652	2036149	-	WP_166971623.1	WP_166971623.1		TetR family transcriptional regulator			GUY23_RS09090	498	165	
gene	tRNA	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2036232	2036308	+							GUY23_RS09095	77		
tRNA		GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2036232	2036308	+				tRNA-Pro			GUY23_RS09095	77		anticodon=CGG
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2036359	2037768	-							GUY23_RS09100	1410		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2036359	2037768	-	WP_166971625.1	WP_166971625.1		purine/pyrimidine permease			GUY23_RS09100	1410	469	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2037838	2039367	-							GUY23_RS09105	1530		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2037838	2039367	-	WP_166971627.1	WP_166971627.1		AMP-binding protein			GUY23_RS09105	1530	509	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2039520	2040410	+							GUY23_RS09110	891		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2039520	2040410	+	WP_166971629.1	WP_166971629.1		Nif3-like dinuclear metal center hexameric protein			GUY23_RS09110	891	296	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2040425	2041153	+							GUY23_RS09115	729		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2040425	2041153	+	WP_166971631.1	WP_166971631.1		hypothetical protein			GUY23_RS09115	729	242	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2041180	2041956	-					yaaA		GUY23_RS09120	777		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2041180	2041956	-	WP_166971633.1	WP_166971633.1		peroxide stress protein YaaA	yaaA		GUY23_RS09120	777	258	
gene	RNase_P_RNA	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2042098	2042467	+					rnpB		GUY23_RS09125	370		
ncRNA	RNase_P_RNA	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2042098	2042467	+				RNase P RNA component class A	rnpB		GUY23_RS09125	370		
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2042531	2043364	-							GUY23_RS09130	834		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2042531	2043364	-	WP_166971635.1	WP_166971635.1		ROK family protein			GUY23_RS09130	834	277	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2043361	2044275	-					map		GUY23_RS09135	915		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2043361	2044275	-	WP_166971637.1	WP_166971637.1		type I methionyl aminopeptidase	map		GUY23_RS09135	915	304	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2044449	2045180	+							GUY23_RS09140	732		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2044449	2045180	+	WP_166971639.1	WP_166971639.1		FCD domain-containing protein			GUY23_RS09140	732	243	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2045241	2046359	-					ald		GUY23_RS09145	1119		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2045241	2046359	-	WP_166971641.1	WP_166971641.1		alanine dehydrogenase	ald		GUY23_RS09145	1119	372	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2046622	2046858	+							GUY23_RS09150	237		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2046622	2046858	+	WP_228282820.1	WP_228282820.1		hypothetical protein			GUY23_RS09150	237	78	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2046863	2048221	+					glnA		GUY23_RS09155	1359		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2046863	2048221	+	WP_166975888.1	WP_166975888.1		type I glutamate--ammonia ligase	glnA		GUY23_RS09155	1359	452	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2048227	2051268	+							GUY23_RS09160	3042		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2048227	2051268	+	WP_166971643.1	WP_166971643.1		bifunctional [glutamine synthetase] adenylyltransferase/[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase			GUY23_RS09160	3042	1013	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2051336	2052802	-							GUY23_RS09165	1467		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2051336	2052802	-	WP_166971645.1	WP_166971645.1		mycothione reductase			GUY23_RS09165	1467	488	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2052935	2054359	-					glnA		GUY23_RS09170	1425		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2052935	2054359	-	WP_166971647.1	WP_166971647.1		type I glutamate--ammonia ligase	glnA		GUY23_RS09170	1425	474	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2054502	2054942	+							GUY23_RS09175	441		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2054502	2054942	+	WP_166971649.1	WP_166971649.1		RDD family protein			GUY23_RS09175	441	146	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2055032	2055769	-							GUY23_RS09180	738		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2055032	2055769	-	WP_166971651.1	WP_166971651.1		DUF4191 domain-containing protein			GUY23_RS09180	738	245	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2055825	2056877	-					lipA		GUY23_RS09185	1053		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2055825	2056877	-	WP_166971653.1	WP_166971653.1		lipoyl synthase	lipA		GUY23_RS09185	1053	350	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2056888	2057526	-					lipB		GUY23_RS09190	639		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2056888	2057526	-	WP_166971655.1	WP_166971655.1		lipoyl(octanoyl) transferase LipB	lipB		GUY23_RS09190	639	212	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2057684	2059210	+							GUY23_RS09195	1527		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2057684	2059210	+	WP_166971657.1	WP_166971657.1		hypothetical protein			GUY23_RS09195	1527	508	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2059280	2061136	-					sucB		GUY23_RS09200	1857		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2059280	2061136	-	WP_166971659.1	WP_166971659.1		2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase	sucB		GUY23_RS09200	1857	618	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2061158	2062546	-					lpdA		GUY23_RS09205	1389		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2061158	2062546	-	WP_166971661.1	WP_166971661.1		dihydrolipoyl dehydrogenase	lpdA		GUY23_RS09205	1389	462	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2062699	2064174	-							GUY23_RS09210	1476		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2062699	2064174	-	WP_166971663.1	WP_166971663.1		leucyl aminopeptidase			GUY23_RS09210	1476	491	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2064319	2065425	+							GUY23_RS09215	1107		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2064319	2065425	+	WP_166971664.1	WP_166971664.1		quinone-dependent dihydroorotate dehydrogenase			GUY23_RS09215	1107	368	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2065400	2066011	-							GUY23_RS09220	612		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2065400	2066011	-	WP_166971666.1	WP_166971666.1		DUF3043 domain-containing protein			GUY23_RS09220	612	203	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2066035	2067411	+							GUY23_RS09225	1377		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2066035	2067411	+	WP_166971668.1	WP_166971668.1		dipeptidase			GUY23_RS09225	1377	458	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2067490	2067843	+							GUY23_RS09230	354		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2067490	2067843	+	WP_166971670.1	WP_166971670.1		iron-sulfur cluster assembly accessory protein			GUY23_RS09230	354	117	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2067877	2068617	+							GUY23_RS09235	741		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2067877	2068617	+	WP_166971672.1	WP_166971672.1		leucyl/phenylalanyl-tRNA--protein transferase			GUY23_RS09235	741	246	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2068728	2069600	+					coxB		GUY23_RS09240	873		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2068728	2069600	+	WP_166971674.1	WP_166971674.1		cytochrome c oxidase subunit II	coxB		GUY23_RS09240	873	290	
gene	pseudogene	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2069597	2071291	+					ctaD		GUY23_RS09245	1695		pseudo
CDS	without_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2069597	2071291	+				cytochrome c oxidase subunit I	ctaD		GUY23_RS09245	1695		pseudo
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2071288	2071689	+							GUY23_RS09250	402		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2071288	2071689	+	WP_166971676.1	WP_166971676.1		cytochrome c oxidase subunit 4			GUY23_RS09250	402	133	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2072402	2072575	+							GUY23_RS09255	174		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2072402	2072575	+	WP_166971678.1	WP_166971678.1		hypothetical protein			GUY23_RS09255	174	57	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2073000	2074628	-							GUY23_RS09260	1629		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2073000	2074628	-	WP_166971680.1	WP_166971680.1		ubiquinol-cytochrome c reductase cytochrome b subunit			GUY23_RS09260	1629	542	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2074625	2075668	-							GUY23_RS09265	1044		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2074625	2075668	-	WP_166971682.1	WP_166971682.1		Rieske 2Fe-2S domain-containing protein			GUY23_RS09265	1044	347	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2075718	2076503	-							GUY23_RS09270	786		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2075718	2076503	-	WP_166971684.1	WP_166971684.1		cytochrome c			GUY23_RS09270	786	261	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2076561	2077130	-							GUY23_RS09275	570		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2076561	2077130	-	WP_166975891.1	WP_166975891.1		heme-copper oxidase subunit III			GUY23_RS09275	570	189	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2077415	2078536	+					trpD		GUY23_RS09280	1122		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2077415	2078536	+	WP_166971686.1	WP_166971686.1		anthranilate phosphoribosyltransferase	trpD		GUY23_RS09280	1122	373	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2078504	2080261	-							GUY23_RS09285	1758		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2078504	2080261	-	WP_166971688.1	WP_166971688.1		DEDD exonuclease domain-containing protein			GUY23_RS09285	1758	585	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2080376	2080831	-							GUY23_RS09290	456		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2080376	2080831	-	WP_228282176.1	WP_228282176.1		hypothetical protein			GUY23_RS09290	456	151	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2080854	2081642	-							GUY23_RS09295	789		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2080854	2081642	-	WP_166971690.1	WP_166971690.1		alpha/beta fold hydrolase			GUY23_RS09295	789	262	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2081748	2082539	+							GUY23_RS09300	792		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2081748	2082539	+	WP_166971692.1	WP_166971692.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			GUY23_RS09300	792	263	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2082784	2083365	+							GUY23_RS09305	582		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2082784	2083365	+	WP_166971694.1	WP_166971694.1		MerR family transcriptional regulator			GUY23_RS09305	582	193	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2083658	2084500	-							GUY23_RS09310	843		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2083658	2084500	-	WP_166971696.1	WP_166971696.1		ParA family protein			GUY23_RS09310	843	280	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2084678	2088079	+							GUY23_RS09315	3402		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2084678	2088079	+	WP_166971698.1	WP_166971698.1		pyruvate carboxylase			GUY23_RS09315	3402	1133	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2088072	2088578	+							GUY23_RS09320	507		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2088072	2088578	+	WP_166971700.1	WP_166971700.1		peptide deformylase			GUY23_RS09320	507	168	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2088614	2089468	+							GUY23_RS09325	855		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2088614	2089468	+	WP_166971701.1	WP_166971701.1		3-hydroxybutyryl-CoA dehydrogenase			GUY23_RS09325	855	284	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2089591	2090850	-							GUY23_RS09330	1260		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2089591	2090850	-	WP_166971703.1	WP_166971703.1		aminotransferase			GUY23_RS09330	1260	419	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2091023	2091763	+							GUY23_RS09335	741		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2091023	2091763	+	WP_166971705.1	WP_166971705.1		class I SAM-dependent methyltransferase			GUY23_RS09335	741	246	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2091877	2092347	-							GUY23_RS09340	471		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2091877	2092347	-	WP_166971707.1	WP_166971707.1		Hsp20/alpha crystallin family protein			GUY23_RS09340	471	156	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2092430	2093362	+							GUY23_RS09345	933		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2092430	2093362	+	WP_166971709.1	WP_166971709.1		AEC family transporter			GUY23_RS09345	933	310	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2093526	2094041	-							GUY23_RS09350	516		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2093526	2094041	-	WP_166971710.1	WP_166971710.1		ferritin			GUY23_RS09350	516	171	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2094183	2095616	-							GUY23_RS09355	1434		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2094183	2095616	-	WP_166971712.1	WP_166971712.1		amidase			GUY23_RS09355	1434	477	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2095621	2096853	-							GUY23_RS09360	1233		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2095621	2096853	-	WP_166971714.1	WP_166971714.1		amidohydrolase			GUY23_RS09360	1233	410	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2096932	2097663	-							GUY23_RS09365	732		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2096932	2097663	-	WP_166971716.1	WP_166971716.1		hypothetical protein			GUY23_RS09365	732	243	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2097674	2098420	-							GUY23_RS09370	747		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2097674	2098420	-	WP_166971718.1	WP_166971718.1		DUF5058 family protein			GUY23_RS09370	747	248	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2098622	2099182	+							GUY23_RS09375	561		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2098622	2099182	+	WP_166971720.1	WP_166971720.1		maleylpyruvate isomerase N-terminal domain-containing protein			GUY23_RS09375	561	186	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2099218	2099727	-							GUY23_RS09380	510		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2099218	2099727	-	WP_166971722.1	WP_166971722.1		DUF4442 domain-containing protein			GUY23_RS09380	510	169	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2099829	2100260	-							GUY23_RS09385	432		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2099829	2100260	-	WP_166971724.1	WP_166971724.1		DUF1801 domain-containing protein			GUY23_RS09385	432	143	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2100415	2100843	-							GUY23_RS09390	429		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2100415	2100843	-	WP_166971726.1	WP_166971726.1		PaaI family thioesterase			GUY23_RS09390	429	142	
gene	pseudogene	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2101156	2101506	-							GUY23_RS09395	351		partial;pseudo
CDS	without_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2101156	2101506	-				transglycosylase family protein			GUY23_RS09395	351		partial;pseudo
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2101660	2104035	-							GUY23_RS09400	2376		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2101660	2104035	-	WP_166971728.1	WP_166971728.1		excinuclease ABC subunit UvrA			GUY23_RS09400	2376	791	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2104215	2105738	-							GUY23_RS09405	1524		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2104215	2105738	-	WP_166971730.1	WP_166971730.1		APC family permease			GUY23_RS09405	1524	507	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2105741	2107099	-							GUY23_RS09410	1359		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2105741	2107099	-	WP_166971732.1	WP_166971732.1		FAD-dependent oxidoreductase			GUY23_RS09410	1359	452	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2107330	2108307	-							GUY23_RS09415	978		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2107330	2108307	-	WP_166971734.1	WP_166971734.1		SDR family oxidoreductase			GUY23_RS09415	978	325	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2108371	2109306	+							GUY23_RS09420	936		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2108371	2109306	+	WP_166971736.1	WP_166971736.1		WYL domain-containing protein			GUY23_RS09420	936	311	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2109325	2110113	-							GUY23_RS09425	789		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2109325	2110113	-	WP_166971737.1	WP_166971737.1		septal ring lytic transglycosylase RlpA family protein			GUY23_RS09425	789	262	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2110329	2110652	-							GUY23_RS09430	324		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2110329	2110652	-	WP_166971739.1	WP_166971739.1		hypothetical protein			GUY23_RS09430	324	107	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2110710	2111483	+							GUY23_RS09435	774		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2110710	2111483	+	WP_166971741.1	WP_166971741.1		glycerophosphodiester phosphodiesterase			GUY23_RS09435	774	257	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2111546	2111887	+							GUY23_RS09440	342		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2111546	2111887	+	WP_135808267.1	WP_135808267.1		RNA polymerase-binding protein RbpA			GUY23_RS09440	342	113	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2112284	2113039	-							GUY23_RS09445	756		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2112284	2113039	-	WP_208085302.1	WP_208085302.1		polyprenol monophosphomannose synthase			GUY23_RS09445	756	251	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2113314	2114234	-							GUY23_RS09450	921		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2113314	2114234	-	WP_166975902.1	WP_166975902.1		metal-dependent hydrolase			GUY23_RS09450	921	306	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2114298	2116049	+							GUY23_RS09455	1752		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2114298	2116049	+	WP_228282177.1	WP_228282177.1		5'-3' exonuclease			GUY23_RS09455	1752	583	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2116092	2118353	+					secA2		GUY23_RS09460	2262		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2116092	2118353	+	WP_166971743.1	WP_166971743.1		accessory Sec system translocase SecA2	secA2		GUY23_RS09460	2262	753	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2118427	2121141	-							GUY23_RS09465	2715		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	2118427	2121141	-	WP_166971745.1	WP_166971745.1		DEAD/DEAH box helicase			GUY23_RS09465	2715	904	
